,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1CandidateList,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
3245,Wonder if she knows those racists jumped to @GOP when LBJ passed Civil Rights Laws...,[],,0.0,nan,"['LBJ', 'Civil Rights Laws']",LBJ::*10*||Civil Rights Laws::*12*13*14*||,,1,,2019-01-27 15:38:45.738738,2131,SpiceMasa
3246,The words and beliefs that my words reflect built and nurtured this nation.,[],,0.0,"Commie, WhitePeople",[],,,0,,2019-01-27 15:38:45.739715,2132,Conservative220
3247,Get a clue .,[],,0.0,"Commie, WhitePeople",[],,,1,,2019-01-27 15:38:45.739715,2132,Conservative220
3248,Bill and Hillary Clinton Body Count   i,[],,0.0,"Eurovision, UFC211, Portugal, WhitePeople",[],nan,,0,,2019-01-27 15:38:45.740556,2133,TureChapa
3249,"When Black People lights go out, we plan it.",[],,0.0,"WhitePeople, PoetryFlow",['Black People'],Black People::*1*2*||,,0,,2019-01-27 15:38:45.740835,2134,BiGoddess_85
3250,"When  lights go out, they PANIC!",[],,0.0,"WhitePeople, PoetryFlow",['PANIC'],PANIC::*5*||,,1,,2019-01-27 15:38:45.740835,2134,BiGoddess_85
3251,😂😂😂😂,[],,0.0,"WhitePeople, PoetryFlow",[],,,2,,2019-01-27 15:38:45.740835,2134,BiGoddess_85
3252,The age of guilt is over.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.741837,2135,TheFunEndsNow
3253,since  is trending (???),[],,0.0,whitepeople,[],nan,,0,,2019-01-27 15:38:45.742202,2136,bambinohes
3254,here are some insightful words for your saturday night,[],,0.0,whitepeople,[],nan,,1,,2019-01-27 15:38:45.742202,2136,bambinohes
3255,"Liberals, every time you make a comment about , say the exact same thing, but change the race, then hear how ignorant you sound.",[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.742405,2137,RedPilled88
3256,Lighter shade of brown,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.743209,2138,RScandle
3257,Liberalism does strange things to your brain.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.743517,2139,dgdocter12
3258,"So Twitter can just let  trend like it's nothing, but if  were trending then there would be riots in the streets.",[],,0.0,"whitepeople, crabpeople",['Twitter'],Twitter::*1*||,,0,,2019-01-27 15:38:45.743862,2140,stin_Smith
3259,The sooner the better.. know your place...,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.744556,2141,AetherOfLove
3260,I love .,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.745011,2142,shooberto
3261,Don't be ashamed of your race or loving your heritage because it's a taboo now.,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.745011,2142,shooberto
3262,I love my European heritage.,[],,0.0,WhitePeople,['European'],European::*3*||,,2,,2019-01-27 15:38:45.745011,2142,shooberto
3263,🇺🇸👌🏼,[],,0.0,WhitePeople,[],,,3,,2019-01-27 15:38:45.745011,2142,shooberto
3264,We're.,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.746191,2143,TheFunEndsNow
3265,Not.,[],,0.0,WhitePeople,[],nan,,1,,2019-01-27 15:38:45.746191,2143,TheFunEndsNow
3266,Sorry.,[],,0.0,WhitePeople,[],nan,,2,,2019-01-27 15:38:45.746191,2143,TheFunEndsNow
3267,The left is vilifying an entire race of people based on their own stereotypes &amp; prejudices of  .,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.746470,2144,grodri56
3268,Hypocrites!,[],,0.0,WhitePeople,[],nan,,1,,2019-01-27 15:38:45.746470,2144,grodri56
3269,you're so brave thank you for sharing your story,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.747269,2145,Goobinator02
3270,we hate white people like youuuu not all of them babygirl,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.747412,2146,WhenYourePretty
3271,are alright.,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.747547,2147,ChrisTechBrown
3272,When  say they wanna 'make America great again' ..,[],,0.0,"whitepeople, SideEye, deadEye",['America'],America::*5*||,,0,,2019-01-27 15:38:45.747675,2148,9t_9p
3273,They are either,[],,0.0,"whitepeople, SideEye, deadEye",[],nan,,1,,2019-01-27 15:38:45.747675,2148,9t_9p
3274,complete selfish asses,[],,0.0,"whitepeople, SideEye, deadEye",[],,,2,,2019-01-27 15:38:45.747675,2148,9t_9p
3275,or Ignant af,[],,0.0,"whitepeople, SideEye, deadEye",['Ignant'],Ignant::*1*||,,3,,2019-01-27 15:38:45.747675,2148,9t_9p
3276,aren't the problem,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.748559,2149,Michael72172097
3277,White LIbs are,[],,0.0,WhitePeople,[],nan,,1,,2019-01-27 15:38:45.748559,2149,Michael72172097
3278,👉Fought for slavery,[],,0.0,WhitePeople,[],,,2,,2019-01-27 15:38:45.748559,2149,Michael72172097
3279,👉Enacted Jim Crow,[],,0.0,WhitePeople,[],nan,,3,,2019-01-27 15:38:45.748559,2149,Michael72172097
3280,👉Founded KKK,[],,0.0,WhitePeople,[],nan,,4,,2019-01-27 15:38:45.748559,2149,Michael72172097
3281,Girl...what's happening in this tag,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.749243,2150,sailor_misty
3282,",  ,  , Sounders ,  ,  , Hansel Robles , Gignac ,",[],,0.0,"zacbrownbandlive, WhitePeople, svengoolie, CHIvSEA, Gutfeld, JJWCC2017","['Sounders', 'Hansel Robles', 'Gignac']",Sounders::*3*||Hansel Robles::*7*8*||Gignac::*10*||,,0,,2019-01-27 15:38:45.749588,2151,nipponupdate
3283,*enslaved people to get out of their own work &amp; stopped those same ppl from getting educations* : we built this country.,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.750430,2152,zakeeakardash
3284,love white everything!,[],,0.0,"love, WhitePeople",[],nan,,0,,2019-01-27 15:38:45.750601,2153,Goobinator02
3285,@fdell3 hey!,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.750756,2154,CheetahPizzas
3286,Vladimir Caddie guy!,[],,0.0,nan,['Vladimir Caddie'],Vladimir Caddie::*0*1*||,,1,,2019-01-27 15:38:45.750756,2154,CheetahPizzas
3287,It seems there's a Gopher in my pant.,[],,0.0,nan,['Gopher'],Gopher::*4*||,,2,,2019-01-27 15:38:45.750756,2154,CheetahPizzas
3288,"NO, I AM NOT GLAD TO SEE YOU!",[],,0.0,nan,[],nan,,3,,2019-01-27 15:38:45.750756,2154,CheetahPizzas
3289,"""*OUR* race built this civilization!""",[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.751921,2155,Rosie_Zadinia
3290,"""What about slavery and genocide?""",[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.751921,2155,Rosie_Zadinia
3291,"""Hey, *I* wasn't a part of that...""",[],,0.0,WhitePeople,[],,,2,,2019-01-27 15:38:45.751921,2155,Rosie_Zadinia
3292,Pssst..,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.752963,2156,VSigourney1
3293,"The Constitution was written up and signed by  😲😲 ""them crackers so evil trying to make a civilized society and shit"" 😂😂",[],,0.0,WhitePeople,['Constitution'],Constitution::*1*||,,1,,2019-01-27 15:38:45.752963,2156,VSigourney1
3294,"Just so everyone knows, we don't claim the white people crying how they're oppressed in the  hashtag.",[],,0.0,whitepeople,[],,,0,,2019-01-27 15:38:45.753876,2157,King_Dennis13
3295,They're on their own.,[],,0.0,whitepeople,[],nan,,1,,2019-01-27 15:38:45.753876,2157,King_Dennis13
3296,"Liberals cry ""racism"" whenever somebody says something they disagree with yet leftists love to openly promote racism against .",[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.754653,2158,PhilipBeamSr
3297,Why don't you?,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.755319,2159,Trumpforpres4
3298,You don't think white people don't like black people?,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.755319,2159,Trumpforpres4
3299,How's the love in Africa?,[],,0.0,nan,['Africa'],Africa::*4*||,,2,,2019-01-27 15:38:45.755319,2159,Trumpforpres4
3300,Or Asia and India?,[],,0.0,nan,[],nan,,3,,2019-01-27 15:38:45.755319,2159,Trumpforpres4
3301,Do They love white people?,[],,0.0,nan,[],,,4,,2019-01-27 15:38:45.755319,2159,Trumpforpres4
3302,"So Twitter can just let  trend like it's nothing, but if  were trending then there would be…",[],,0.0,"whitepeople, crabpeople",['Twitter'],Twitter::*1*||,,0,,2019-01-27 15:38:45.756437,2160,J0hnnyKapahala
3303,Why are nations founded by  the most free &amp; tolerant?,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.757114,2161,doc_redpilled
3304,There are Currently slaves in Africa &amp; Middle East yet whites are evil..,[],,0.0,WhitePeople,"['Currently', 'Africa', 'Middle East']",Currently::*2*||Africa::*5*||Middle East::*7*8*||,,1,,2019-01-27 15:38:45.757114,2161,doc_redpilled
3305,buuuuuttt  kinda screwed all that up in the past and today soooo racism remains,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.758515,2162,Jrwoke
3306,is trending.......,[],,0.0,whitepeople,[],,,0,,2019-01-27 15:38:45.758696,2163,Katie_for_fun
3307,I will use it as an excuse to post bikini pics 😘,[],,0.0,whitepeople,[],,,1,,2019-01-27 15:38:45.758696,2163,Katie_for_fun
3308,"Sre you going to denounce this overt racism in your name, @GOP, @RNC, &amp; @TNGOP?",[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.759370,2164,Newsericks
3309,Wait.,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.759914,2165,BBindib
3310,Wait.,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:45.759914,2165,BBindib
3311,Look over here.,[],,0.0,nan,[],nan,,2,,2019-01-27 15:38:45.759914,2165,BBindib
3312,Trump put Russian dressing on his salad!!!,[],,0.0,nan,['Russian'],Russian::*2*||,,3,,2019-01-27 15:38:45.759914,2165,BBindib
3313,Let's get a special prosecutor because nothing else bad is happening,[],,0.0,nan,[],,,4,,2019-01-27 15:38:45.759914,2165,BBindib
3314,White lives matter.,[],,0.0,whitepeople,[],,,0,,2019-01-27 15:38:45.760950,2166,drewwood30
3315,Cause  are the problem w,[],,0.0,"WhitePeople, America",[],,,0,,2019-01-27 15:38:45.761201,2167,JessePershall
3316,freed my ancestors.,[],,0.0,"WhitePeople, whitepeople",[],,,0,,2019-01-27 15:38:45.761486,2168,hotvoltage
3317,Dont understand the hate.,[],,0.0,"WhitePeople, whitepeople",[],,,1,,2019-01-27 15:38:45.761486,2168,hotvoltage
3318,No quarrel from me here.,[],,0.0,"WhitePeople, whitepeople",[],,,2,,2019-01-27 15:38:45.761486,2168,hotvoltage
3319,Carry on  😎,[],,0.0,"WhitePeople, whitepeople",[],,,3,,2019-01-27 15:38:45.761486,2168,hotvoltage
3320,Native Americans and gentrified communities may have a word about this...,[],,0.0,nan,['Native Americans'],Native Americans::*0*1*||,,0,,2019-01-27 15:38:45.762311,2169,missnvni
3321,Ok I have done my best to mock the   hashtag.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.762902,2170,JadedByPolitics
3322,Now it's time for this cracka to sleep ...,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.762902,2170,JadedByPolitics
3323,Video: Was the Tower of Babel Real?,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.763633,2171,tonyr951
3324,Can someone name the number of genocides committed by Blacks?,[],,0.0,WhitePeople,['Blacks'],Blacks::*9*||,,0,,2019-01-27 15:38:45.763887,2172,Kings_Secret
3325,We know for the Whites...Thanks in advance.,[],,0.0,WhitePeople,['Whites'],Whites::*4*||,,1,,2019-01-27 15:38:45.763887,2172,Kings_Secret
3326,No surprise that Tang is in office and   is trending.,[],,0.0,"WhitePeople, lynching",['Tang'],Tang::*3*||,,0,,2019-01-27 15:38:45.764760,2173,DaKcStork
3327,I am sure next week  will be on top,[],,0.0,"WhitePeople, lynching",[],,,1,,2019-01-27 15:38:45.764760,2173,DaKcStork
3328,"It's actually the hat that sells you as a white supremacist but keep trying, sweaty :)))))",[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.765566,2174,vanetti
3329,"""You don't understand our struggle!",[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.766110,2175,vanetti
3330,"The Dow was down two points today!""",[],,0.0,WhitePeople,['Dow'],Dow::*1*||,,1,,2019-01-27 15:38:45.766110,2175,vanetti
3331,Your Tude is what more people have got to realize is the only way to combat this politically correct idea that there is eternal white guilt!,[],,0.0,nan,['Tude'],Tude::*1*||,,0,,2019-01-27 15:38:45.766800,2176,donald_aper
3332,I'm white &amp; I get it.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.767619,2177,ojoan
3333,It's bulllllshit,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.767619,2177,ojoan
3334,George Soros Feels No Guilt In Helping The Nazis   i,[],,0.0,"Eurovision, UFC211, Portugal, WhitePeople",[],nan,,0,,2019-01-27 15:38:45.768065,2178,TornadoRhoy
3335,There sure are a lot of stupid  who voted for Cankles.,[],,0.0,WhitePeople,['Cankles'],Cankles::*10*||,,0,,2019-01-27 15:38:45.768360,2179,LiberalsRpsyco
3336,You hate us because you ain't us..,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.768909,2180,ScienceGuy66
3337,"Seriously, who's the most racist people on earth right now in 2017?",[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.768909,2180,ScienceGuy66
3338,🍓🍦,[],,0.0,WhitePeople,[],,,2,,2019-01-27 15:38:45.768909,2180,ScienceGuy66
3339,our women are beautiful and strong.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.769709,2181,livncuckooland
3340,It's up to you to continue reproducing with your own in order to s…,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.769709,2181,livncuckooland
3341,Dentist : ur teeth are so white,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.770394,2182,DhatVulcha
3342,Her : how white they are ?,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.770394,2182,DhatVulcha
3343,Teeth: *colonize half the world*,[],,0.0,nan,[],,,2,,2019-01-27 15:38:45.770394,2182,DhatVulcha
3344,Dentist : pretty fuck…,[],,0.0,nan,[],,,3,,2019-01-27 15:38:45.770394,2182,DhatVulcha
3345,The Left is  @chuckschumer &amp; @nancypelosi should be committed or imprisoned They are intentionally try…,[],,0.0,BatShitCrazy,['Left'],Left::*1*||,,0,,2019-01-27 15:38:45.771467,2183,LisaTomaino
3346,"can y'all niggas become extinct already, damn...",[],,0.0,whitepeople,[],,,0,,2019-01-27 15:38:45.772063,2184,HeyImBaejuh
3347,I know it don't take that damn long,[],,0.0,whitepeople,[],,,1,,2019-01-27 15:38:45.772063,2184,HeyImBaejuh
3348,shouldn't feel guilty about something we didn't do.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.772628,2185,k_jean57
3349,You weren't a slave and I didn't own one.,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.772628,2185,k_jean57
3350,You get no reparations from me!,[],,0.0,WhitePeople,[],,,2,,2019-01-27 15:38:45.772628,2185,k_jean57
3351,"shouldn't be a thing, ever.",[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.773500,2186,Gareth_Tarlo
3352,Just like how any race trending isn't and shouldn't be acceptable.,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.773500,2186,Gareth_Tarlo
3353,affirmative,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.774248,2187,RayycerX
3354,"All Dems know...Name calling, riots, looting, fake news against Trump, destroy America for vindictiveness rather th…",[],,0.0,nan,"['Dems', 'Name', 'Trump', 'America']",Dems::*1*||Name::*3*||Trump::*10*||America::*12*||,,0,,2019-01-27 15:38:45.774401,2188,moreenie31
3355,Hillary Clinton in 1975: Defends a Child Rapist   i,[],,0.0,"Eurovision, UFC211, Portugal, WhitePeople",[],nan,,0,,2019-01-27 15:38:45.775352,2189,VadKarina
3356,What in the hell does this have to do with white people?,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.775749,2190,TheFactualGamer
3357,Choose your tradition  be your color and go back to tradition or join the Muslim tradition by force.,[],,0.0,WhitePeople,['Muslim'],Muslim::*14*||,,0,,2019-01-27 15:38:45.776219,2191,ThirdReiched
3358,This is your last freedom,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.776219,2191,ThirdReiched
3359,Shallow minded black people who are also liberals are taking the bait.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.777173,2192,MySoulPanteth
3360,"Without separating Americans by skin color, liberals would have no influence.",[],,0.0,WhitePeople,['Americans'],Americans::*2*||,,0,,2019-01-27 15:38:45.777616,2193,mikehicks415
3361,Don't let them divide us.,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.777616,2193,mikehicks415
3362,classic twitter,[],,0.0,whitepeople,[],nan,,0,,2019-01-27 15:38:45.778348,2194,unsubmimique
3363,"I agree!I'm proud to be white too &amp; everyone should be proud of their race no matter what, it's just showing God gr…",[],,0.0,nan,['God'],God::*21*||,,0,,2019-01-27 15:38:45.778486,2195,lindathomas102
3364,we love everyone with good will,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.779451,2196,TeaPartyStance
3365,"Dear Libs,",[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.779598,2197,kpalmer60
3366,"If you bring nothing but knives and drama to the table, don't be surprised when your guests get up and l…",[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.779598,2197,kpalmer60
3367,Want space exploration?,[],,0.0,"WhitePeople, YouNeedWhiteMenForThat",[],,,0,,2019-01-27 15:38:45.780305,2198,gunfightingmick
3368,You think a  hashtag is racist?,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.780596,2199,not_korpo
3369,"😂😂😭😭 I'm dying, you don't know what racism is 💀",[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.780596,2199,not_korpo
3370,"Are actually lizards because we turn green,red,purple,pink,yellow,and grey.",[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.781181,2200,Roishock
3371,"Face it, we're fucking rainbows.",[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.781181,2200,Roishock
3372,Some  enjoy reading the classics....,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.781780,2201,cobaltwest
3373,✔️Freed the slaves,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.782078,2202,ElizabethVlaho1
3374,✔️Defeated Hitler,[],,0.0,WhitePeople,[],nan,,1,,2019-01-27 15:38:45.782078,2202,ElizabethVlaho1
3375,crack head threatened to shoot me tonight while i was on my porch and i live in a nice town.,[],,0.0,whitepeople,[],nan,,0,,2019-01-27 15:38:45.782572,2203,WiJohnson4Trump
3376,color has no bias stupid people,[],,0.0,whitepeople,[],nan,,1,,2019-01-27 15:38:45.782572,2203,WiJohnson4Trump
3377,"are supposed to have white privilege but someone stole mine and made me work for every dime i got,i was robbed!",[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.782749,2204,TheFunEndsNow
3378,The word 'racism' is like ketsup.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.782885,2205,AtheistEnigma
3379,It can be put on practically and demanding evidence makes you 'racist.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.782885,2205,AtheistEnigma
3380,'~ Sowell…,[],,0.0,nan,['Sowell'],Sowell::*1*||,,2,,2019-01-27 15:38:45.782885,2205,AtheistEnigma
3381,@KodiGaddis This is the kind of tweet that liberals &amp; others are horrified by:,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.783713,2206,janersm
3382,Over 600k Rep died to stop it.,[],,0.0,nan,['600k Rep'],600k Rep::*1*2*||,,0,,2019-01-27 15:38:45.784182,2207,BESTHSA
3383,We have nothing 2 do / it.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.784182,2207,BESTHSA
3384,Democrats have brainwashed people they think we're stupid.,[],,0.0,nan,[],,,2,,2019-01-27 15:38:45.784182,2207,BESTHSA
3385,Why is this trending?,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.785101,2208,Robby_Farland
3386,We are all one.,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.785101,2208,Robby_Farland
3387,We need to stop comparing people based on their race and start looking at each individuals character.,[],,0.0,whitepeople,[],,,0,,2019-01-27 15:38:45.785480,2209,blsasar
3388,POLL: How do you feel about the prospect of  becoming a minority in the US?,[],,0.0,whitepeople,['US'],US::*14*||,,0,,2019-01-27 15:38:45.786033,2210,Imperfect10n
3389,The only example of institutional racism is race-based Affirmative Action.,[],,0.0,WhitePeople,['Affirmative Action'],Affirmative Action::*8*9*||,,0,,2019-01-27 15:38:45.786677,2211,TradCon
3390,YOU WERE'NT KANGZ!,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.787352,2212,JDVandersnoot
3391,on the other hand...,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.787352,2212,JDVandersnoot
3392,@emjayale Slavery was Muslim.,[],,0.0,WhitePeople,"['Slavery', 'Muslim']",Slavery::*1*||Muslim::*3*||,,0,,2019-01-27 15:38:45.787702,2213,Walkingstickm2n
3393,Still is.,[],,0.0,WhitePeople,[],nan,,1,,2019-01-27 15:38:45.787702,2213,Walkingstickm2n
3394,DUH,[],,0.0,WhitePeople,[],nan,,2,,2019-01-27 15:38:45.787702,2213,Walkingstickm2n
3395,Thanks to  the stereotype that  can't DANCE didn't exist 4 me.,[],,0.0,"TheFreshPrinceOfBelAir, WhitePeople, CarltonBanks",['DANCE'],DANCE::*6*||,,0,,2019-01-27 15:38:45.788312,2214,SummerRoseDream
3396,I ❤ you &amp; it's not unusual 😉,[],,0.0,"TheFreshPrinceOfBelAir, WhitePeople, CarltonBanks",[],,,1,,2019-01-27 15:38:45.788312,2214,SummerRoseDream
3397,Hate crimes against  are real despite all that your 'gender studies' professor taught you.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.789105,2215,cy_frost
3398,I've been given a privilege because of my skin.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.789561,2216,NickMadincea13
3399,The right thing to do is to fight for other races to have what I have had.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.789561,2216,NickMadincea13
3400,Racism wouldn't exist if white peoplr didn't create the social construct of race.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.790386,2217,velvetskank
3401,Turkey and mayo sandwiches,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.790957,2218,aWllsJereym
3402,"United we stand, divided we fall.",[],,0.0,whitepeople,[],,,0,,2019-01-27 15:38:45.791217,2219,RealHappyshizno
3403,Are we not all of the human race?,[],,0.0,whitepeople,[],,,1,,2019-01-27 15:38:45.791217,2219,RealHappyshizno
3404,it's not your fault,[],,0.0,whitepeople,[],,,2,,2019-01-27 15:38:45.791217,2219,RealHappyshizno
3405,They sure do thrive on it they don't care what is good for the country it's all about them,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.791986,2220,jamesg2613
3406,.Science fiction?,[],,0.0,whitepeople,[],,,0,,2019-01-27 15:38:45.792631,2221,nathan521
3407,Or just a matter of time?,[],,0.0,whitepeople,[],,,1,,2019-01-27 15:38:45.792631,2221,nathan521
3408,If left up to @TheDemocrats it will be the end of …,[],,0.0,whitepeople,[],,,2,,2019-01-27 15:38:45.792631,2221,nathan521
3409,I think the  hashtag is a Russian bot operation designed to cause discourse on all sides.,[],,0.0,WhitePeople,['Russian'],Russian::*6*||,,0,,2019-01-27 15:38:45.793417,2222,theMattyKakes
3410,It worked I see,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.793417,2222,theMattyKakes
3411,Racist   are the problem and that's why the sane white people arent offended by this hashtag,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.794270,2223,Slade201192
3412,Robbed &amp; killed other civilizations &amp; then took credit for their accomplishments* fixed it for you sis,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.794860,2224,cclari_nb
3413,"is trending, so I'm just gonna leave this here...",[],,0.0,"WhitePeople, Triggered",[],,,0,,2019-01-27 15:38:45.795439,2225,ArneAlvarado
3414,"Grateful for white men who recognize their societal privilege, and use it to empower women &amp; people of color.",[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.795819,2226,cmbsweden
3415,Mad respect guys!,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.795819,2226,cmbsweden
3416,You get none.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.796535,2227,AetherOfLove
3417,Your ancestors started this shit back in the mid 1400's.,[],,0.0,nan,"[""1400's""]",1400's::*9*||,,1,,2019-01-27 15:38:45.796535,2227,AetherOfLove
3418,are the only only racial group in this country who is accused of racism on a daily basis.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.797227,2228,violin002
3419,When most of it today is against us!,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.797227,2228,violin002
3420,Didn't y'all kill him?,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.798046,2229,BlackNerdJade
3421,Created and built on the back of Black slaves you mean.,[],,0.0,nan,['Black'],Black::*7*||,,0,,2019-01-27 15:38:45.798349,2230,cmbsweden
3422,I fixed it for you.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.798349,2230,cmbsweden
3423,You'll miss us.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.799096,2231,CorintheansXIII
3424,There's little more childish than a white person losing their shit because someone asks them to consider other experiences.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.799338,2232,3illSweet
3425,@Trend_Spitter Making fun of  is going out of style fast.,[],,0.0,WhitePeople,['Making'],Making::*1*||,,0,,2019-01-27 15:38:45.799934,2233,OldSchoolfan12
3426,Just a heads up.,[],,0.0,WhitePeople,[],,,1,,2019-01-27 15:38:45.799934,2233,OldSchoolfan12
3427,Flip &amp; RT this poll...,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.800649,2234,9975Ts
3428,George Soros thinks he's God   i,[],,0.0,"Eurovision, UFC211, Portugal, WhitePeople","['George Soros', 'God']",George Soros::*0*1*||God::*4*||,,0,,2019-01-27 15:38:45.800953,2235,TopzShriraj
3429,There are two kinds of republicans;,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.801458,2236,jordantylandyln
3430,Billionaires and Suckers.,[],,0.0,WhitePeople,[],nan,,1,,2019-01-27 15:38:45.801458,2236,jordantylandyln
3431,Check your wallet to see which one you are.,[],,0.0,WhitePeople,[],,,2,,2019-01-27 15:38:45.801458,2236,jordantylandyln
3432,I actually say this and shout it out of windows while riding through The District.,[],,0.0,nan,['District'],District::*14*||,,0,,2019-01-27 15:38:45.802084,2237,AetherOfLove
3433,Gentrification is why Our girls are missing.. ..sooo...,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.802084,2237,AetherOfLove
3434,This says it all!,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.803100,2238,Isilchaser
3435,Liberals policies have enslaved minorities to the state.,[],,0.0,WhitePeople,[],,,0,,2019-01-27 15:38:45.803489,2239,dianedavis8180
3436,BAD ASS,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.803860,2240,msm_polls
3437,Dear,[],,0.0,WhitePeople,[],nan,,0,,2019-01-27 15:38:45.803994,2241,longgoneblond
3438,"Actually, they are admitting that they're !",[],,0.0,LOSERS,[],,,0,,2019-01-27 15:38:45.804154,2242,Newsericks
