,annotations,candidates_holder,tweet_text,tweetid,tpstanford_candidates,fnstanford_candidates,fpstanford_candidates
2309,['j.j. watt'],['j.j. watt'],"When J.J. Watt, , &amp;  all trend at the same time, you know it's a good day. ",2309,1,0,0
2310,"['civil war', 'trump']",['trump'],Civil war didn't have to happen. Trump was right. ,2310,1,1,0
2311,[],[],YOU ARE FUCKING BAD-ASS ,2311,0,0,0
2312,[],[],😂😂😂😂 @TruePat25 I'm dying bro ! This never gets old ! ,2312,0,0,0
2313,['president trump'],['trump'],"For some little kids, President Trump is their first white president ",2313,0,1,1
2314,[],[],People immigrate to predominantly white countries because that's the only way to benefit from the resources you sto… ,2314,0,0,0
2315,[],[],My white privilege is to trigger mental libtards with fact not fiction! @Rambobiggs Damn proud to be a white male! ,2315,0,0,0
2316,[],[],That moment  find out the black women is god ,2316,0,0,0
2317,[],[],"sad thing is,liberal white ppl are stoking the fire, cause they don't want to be called racist, even then, they still are lol ",2317,0,0,0
2318,[],[],I see  trending and I'm just like ,2318,0,0,0
2319,[],['earth'],Dear  thank you for landing a man on the moon and returning him to Earth safely. ,2319,0,0,1
2320,[],[],"SAVED the Entire World, more than once... ",2320,0,0,0
2321,['christian'],[],I love being Deplorable… I am a proud white Christian conservative &amp; I have not one iota of white guilt. ,2321,0,1,0
2322,[],[],"If I wasn't White, I would hate White people too!😂 ",2322,0,0,0
2323,[],['pepe!'],Have a Dr. Pepe! Dear ... ,2323,0,0,1
2324,[],[],the only good thing about this tag trending is that all the closeted racists and homophobes are getting exposed ,2324,0,0,0
2325,[],[],LLOL. @eazylori The people dogging white people and getting mass amounts of retweets are using bots. ,2325,0,0,0
2326,['french'],[],He will lecture us all about diversity but will live like all hypocrites quite differently! He's an elitist white French snob! ,2326,0,1,0
2327,[],[],that lil homie in the back bout to commit sewer side ,2327,0,0,0
2328,[],[],Your lack of melanin is not your undoing just like my blackness is not a threat to your existence    ✊🏻✊🏼✊🏽✊🏾✊🏿 ,2328,0,0,0
2329,[],[],I fell off my bike today it was all  's fault ,2329,0,0,0
2330,['africans'],[],"Not bringing their best, fol… This liberal doesn't know that Africans were selling each other as slaves well before. ",2330,0,1,0
2331,[],[],Dont see you on @TIME influencers list. Took tremendous work and sacrifice. accomplishments. ,2331,0,0,0
2332,['eric allen bell'],['eric allen bell'],@MarkDice Why I Hate White People - by Eric Allen Bell ,2332,1,0,0
2333,[],[],"Democrats trending ..you know, bc their racism has worked out so well in the past..RME All they have is hate &amp; bigotry. ",2333,0,0,0
2334,['morgan freeman'],[],This is  version of morgan freeman. ,2334,0,1,0
2335,[],[],"if you want your heart to palpitate in anger, visit the  tag ",2335,0,0,0
2336,[],[],"As a black man, I have to say that blaming whites for everything is weak. @LordManhatthan_ Copy/tweet:  nice to finally see a positive hashtag. ",2336,0,0,0
2337,[],[],We're back! ,2337,0,0,0
2338,[],[],The… Then the problem isn't slavery If you have eternal guilt over what happened 150 years ago Dear ,2338,0,0,0
2339,[],[],&lt;&lt; this is a good hashtag to checkout because you can easily see all the white supremacists that need blocked! ,2339,0,0,0
2340,[],[],The guilt isn't elevating any minorities. Guilty leftists  today are much worse than white leftists who owned slaves. ,2340,0,0,0
2341,['act 1871'],[],The Act 1871 Look It Up Anything After That Act Was Done By A Corporation And Not The Republic.… ,2341,0,1,0
2342,[],[],I know y'all see the ba...nvm ,2342,0,0,0
2343,[],[],Race is a social construct and also I hate ,2343,0,0,0
2344,[],['hal (shakesphere_g)'],Hellooo Hal (Shakesphere_G) ,2344,0,0,1
2345,['hillary'],[],It's HILLARY🙄 ,2345,0,1,0
2346,[],[],Lol. hastag has white people going full fledged white supremacist. ,2346,0,0,0
2347,[],[],"invented air conditioning, automotive airbag, airplane, airship, alphabet and so much more ",2347,0,0,0
2348,['kayla'],[],"No, Kayla, ur just white. ",2348,0,1,0
2349,[],[],We are making this country great again! 8 more years libtards! ,2349,0,0,0
2350,['lincoln'],['lincoln'],"Because the @DNC enticed them with freebies that have now enslaved them, but @realDonaldTrump like Lincoln will free them again. ",2350,1,0,0
2351,[],[],If you are White and think you are oppres… Have been for centuries. We ARE the oppressors. Oppressed? ,2351,0,0,0
2352,[],[],"Yes, and political parties have not changed over 154 years. ",2352,0,0,0
2353,['flint'],['flint'],Like why does Flint still have no water. There is so many other things to be fighting about. is the worst tag I've ever seen. ,2353,1,0,0
2354,[],[],So thoroughly insufferable that the entire rest of the world is clamoring to come live in the societies we build. ,2354,0,0,0
2355,[],[],why is  trending what yall do now ,2355,0,0,0
2356,"['marine', 'bill clinton', 'hillary', 'tb', 'clintons']","['bill clinton', 'hillary.…']",Marine confronts Bill Clinton on his lying wife Hillary.… Just a little TB on  and the Clintons. ,2356,1,4,1
2357,[],[],Genuine hearts bring people together. Focus on character that's more important than race. ,2357,0,0,0
2358,"['obama', 'clinton']",[],"Just as the failed presidency of obama does not mean all blacks are bad, don't judge all  by the awfulness of hilary clinton. ",2358,0,2,0
2359,[],[],"hey, i just need to know who is claiming @Eminem ? ",2359,0,0,0
2360,[],[],"The racist, blame  for everything, identity politics strategy is literally how you got Trumped. ",2360,0,0,0
2361,[],[],digs for the truth in @FoxNews interview w me. ,2361,0,0,0
2362,[],[],@disspat On the backs of others that are not ,2362,0,0,0
2363,"['dems', 'dems', 'african americans', 'dems', 'asians']",[],"And we're deplorable? Today, Dems demonize . Until the 60s, Dems demonized African Americans. In the 40s, Dems demonized Asians. ",2363,0,5,0
2364,[],[],That's where all the non whites flock to have the best countries. ,2364,0,0,0
2365,['progressives'],[],I swear to fucking god all this racist  stuff Progressives are doing is just gonna create more white supremacists. ,2365,0,1,0
2366,[],[],👌👌👌👌👌 The comments on this shows how whacked people are. ,2366,0,0,0
2367,['america'],['america'],"We shut it down Slavery? B4 America there was no end to slavery in sight. Proud of my culture, Proud of my people's history. ",2367,1,0,0
2368,[],[],WARNING: *zombie alarms in movie rings*** 😷😷😷😷😷😷😷😷😷😈😷😷😈😷😈😷😎😎😈😈😈😈😈😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷 jkjk ,2368,0,0,0
2369,[],[],@costlylovewins  ended slavery and that is enough. ,2369,0,0,0
2370,[],[],And yours. I love my whiteness. ,2370,0,0,0
2371,[],[],Trying to understand why  feel so oppressed: ,2371,0,0,0
2372,[],[],was is  trending ,2372,0,0,0
2373,['clinton'],['clinton'],hilary clinton is not a good role model or example of  - do not judge a whole race by how disgusting and vile she is. ,2373,1,0,0
2374,[],[],", never apologize for who you are! ",2374,0,0,0
2375,[],[],"😒  On Being Black, 'Woke,' And Dating White People ➡️ ➡️ ",2375,0,0,0
2376,[],[],is trending - which is the perfect excuse to post this again. ,2376,0,0,0
2377,[],[],"Jesus,  , you are embarrassing sometimes. ",2377,0,0,0
2378,[],[],Who were the ones that enslaved them again? ,2378,0,0,0
2379,['african americans'],[],"Our common struggle is not about race, it is against unrestrained globalis… Dear African Americans - he lied to you. ",2379,0,1,0
2380,[],[],"People assume the Black Guy Dies First in horror movies, but in actuality its the  couple that make out/have sex=1st victim. ",2380,0,0,0
2381,[],[],"Can't we all be a part of one race, the human race. ",2381,0,0,0
2382,['america'],['america'],don't own America I guess. ,2382,1,0,0
2383,[],[],Did  @PewDiePie upload a new video? are tending! ,2383,0,0,0
2384,[],[],our culture is so beautiful it's the stuff of fairy tales ,2384,0,0,0
2385,"['twitter', 'russia']",[],"Just ask resident twitter lunatic @LouiseMensch They don't want to rekindle it, they literally want war with Russia!! ",2385,0,2,0
2386,[],[],"So lets link up and love one another to show racism is something that doesn't exist.. Dear ,  can be racist too. ",2386,0,0,0
2387,[],[],Don't forget what they didn't teach you in public school. were also slaves throughout history. ,2387,0,0,0
2388,"['obama presidency', 'twitter']",['obama'],Remember during the Obama presidency when almost EVERY SINGLE DAY  were being ridiculed and vilified on Twitter? ,2388,0,2,1
2389,[],[],I fought hard in 60s for equal righ… I don't have any white guilt..my ancestors fought to free slaves not buy them!! ,2389,0,0,0
2390,[],[],"Even if we don't , black people...God loves us all the same. ",2390,0,0,0
2391,['canada'],['canada'],We are deplorable.… Canada will build a wall to keep us out and I don't blame them. You do NOT speak for me. ,2391,1,0,0
2392,['twitter'],[],Twitter: wHiT3 P3oPle iS s0 RaCisT! White people:  is so racist! ,2392,0,1,0
2393,[],[],THE TAKEOVER ,2393,0,0,0
2394,[],[],delete this ,2394,0,0,0
2395,[],[],@JaynePenelope When  call other   then you know they're  or  🤔 ,2395,0,0,0
2396,"['george', 'gitmo']",['george'],George I think the GITMO has a cell waiting for you😡😡😡😡😡 ,2396,1,1,0
2397,[],[],Confused anybody??? It's funny that making fun of  is funny but doing it to other races is all of a sudden racist. ,2397,0,0,0
2398,[],[],Imagine that did some good shit and also some bad shit ,2398,0,0,0
2399,[],[],s  is finishing up across the country just in time 4  Please help these p… ,2399,0,0,0
2400,['kkk'],[],Modern day KKK shit...period ,2400,0,1,0
2401,[],[],Why is   trending? ,2401,0,0,0
2402,[],[],Goin thru  tag reminds me of the episode of fairly odd parents when everyone was gray blobs bc they're all saying the same shit ,2402,0,0,0
2403,[],[],I think cultural appropriation should work both ways for those who advocate it - I wonder what their life expectancy would be. ,2403,0,0,0
2404,['america'],['america'],45 rules/how to destroy America ,2404,1,0,0
2405,[],[],White women are tired of being fucked with if ya don't wanna get slapped like a bitch leave me alone lol ,2405,0,0,0
2406,[],[],@bedtsvesta @porfie_moreno @ThereseOSulliv2 @bluewater77036 @MarciTriggs @TheStandingTire @4TheJerseyKid… ,2406,0,0,0
2407,['christian'],[],"finally getting wise to the fact that today's  party is a 100% anti-white, 100% anti-Christian political party. ",2407,0,1,0
2408,[],[],#ERROR! ,2408,0,0,0
2409,[],[],That damn baby bout to drink clorox cuh ,2409,0,0,0
2410,[],[],"Sorry you forgot that. @greeneyes0084 Because  are bombing the shit out of their homes, schools, hospitals &amp; more, for oil/resources. ",2410,0,0,0
2411,[],[],Just white people patting themselves on the back... I don't even see insults towards white people in the  hashtag. ,2411,0,0,0
2412,"['panther', 'panthers']",[],Keep urself in ck of what ur saying I MARRIED A PANTHER! Unless U stood w/the Panthers back in the day....then u have no idea abt the mvmnt. ,2412,0,2,0
2413,[],[],"you show those black people who's boss, champ ",2413,0,0,0
2414,[],[],Blacks who never lived during slavery still receiving for slavery who never lived during slavery are still paying for slavery. ,2414,0,0,0
2415,['penicillin'],[],invent penicillin ,2415,0,1,0
2416,[],[],👏🏻 @CommanderValent Black people spotted in their natural habitat. ,2416,0,0,0
2417,[],[],I thought he was supposed to b eating seaweed like his wife's lunch menu for kids ,2417,0,0,0
2418,[],[],The culture  is garden gnomes. ,2418,0,0,0
2419,['h8'],[],"?????? You have ""🚫H8"" in your name but you just tweeted a very hateful thing toward white people. ",2419,0,1,0
2420,[],[],"A religion war, a race war, a world war! Choose Your fate  this is a war. It starts with a scarf and ends with no freedom left. ",2420,0,0,0
2421,[],[],is probably trending too. is trending. ,2421,0,0,0
2422,[],[],"I don't know which is more disturbing, the kid as a prop in this picrure or 892 followers with just 20 tweets. ",2422,0,0,0
2423,[],[],"Racist liberals, stop the hatred of  who support  &amp; want limited government - … ",2423,0,0,0
2424,[],[],"Oh &amp; you can be ra… Don't let anyone tell you that you're worth less because of your skin color. Hey , ",2424,0,0,0
2425,[],[],"Sorry, I'm not oppressed. ",2425,0,0,0
2426,['unicorns'],[],invented unicorns ,2426,0,1,0
2427,['poc'],[],Some of us are tr… Committed genocide &amp; enslaved POC. Have been oppressors &amp; exploiters for centuries. ,2427,0,1,0
2428,[],[],"The only colors that matter are: red, white and blue.🇺🇸 ",2428,0,0,0
2429,[],[],Y'all are truly a mess. ,2429,0,0,0
2430,"['africans', 'iq']",[],"created the Internet to give people the free speech to say stupid shit, it's not racist, it's known fact Africans have lower IQ ",2430,0,2,0
2431,[],[],"Hail victory! And to think, this is only the beginning - believe me. ",2431,0,0,0
2432,[],[],- Take Your Greatness Back - Learn about your ancestors ,2432,0,0,0
2433,[],[],These donors are mostly . @OMFGNN @SenJohnMcCain Donors own your husband. ,2433,0,0,0
2434,[],[],Then they go make hashtags like  promoting racism. I find it funny liberals point fingers at everyone else for being racist. ,2434,0,0,0
2435,[],[],"Wake Up Sheeple &amp; Stop Drinking The Left's ""Fool-Aid"" !! ""Thaaat's Right""...""You Know It's True""... ",2435,0,0,0
2436,"['democratic party', 'republican party']","['democratic party', 'democratic party']","The Democratic Party today is not the Democratic Party from 100-150 years ago, same with the Republican Party...… ",2436,1,1,0
2437,[],[],Wise up &amp; Stop the hating. @SonofLiberty357  are often seen giving donations to the homeless- skin color irrelevant... &amp; It's not the libs folks! ,2437,0,0,0
2438,[],[],"It doesn't matter who you are , help love and respect each other ",2438,0,0,0
2439,[],[],Dear  be proud of Who You Are and never apologize for it. ,2439,0,0,0
2440,[],[],They are admitting their privilege. Those tweeting about the greatness of  believe they contributed simply by being white. ,2440,0,0,0
2441,[],[],"Dear  please stop seasoning your chicken with water then start complaining about how it's ""too spicy"" ",2441,0,0,0
2442,[],[],I want to go in the  tag but I'm scared lol ,2442,0,0,0
2443,['michigan'],['michigan'],", Michigan has been without clean water for 1,114 days.… is trending...ok how about this. ",2443,1,0,0
2444,"['democrats', 'nyc']",['nyc'],Democrats are the ones that want us fighting each other Btw I grew up in NYC where  both  &amp;  got along &amp; we still do. ,2444,1,1,0
2445,[],[],"k bye! If you're  and anti- black lives matter, lgbtq+, and planned parenthood, we can't be friends. ",2445,0,0,0
2446,['muslims'],[],If we brand all  as racists we are no different than bigots who brand all Muslims as terrorists. ,2446,0,1,0
2447,['eric allen bell'],['eric allen bell'],@RapinBill Why I Hate White People - by Eric Allen Bell ,2447,1,0,0
2448,[],[],This trend ,2448,0,0,0
2449,[],[],When you see  is trending and ur like shit what did we do this time ,2449,0,0,0
2450,[],[],"🐰 means fewer , ",2450,0,0,0
2451,"['democrat', 'republican', 'sheila jackson']",['sheila jackson'],I guess she was owned by a Democrat because not one Republican owned slaves.… Sheila Jackson looks good for her age. ,2451,1,2,0
2452,[],[],RT When you see it ,2452,0,0,0
2453,[],[],stop buzzing us in your flying machines! ,2453,0,0,0
2454,[],[],"This group of  is an embarrassment and representative of the ""maga"" crowd: Let's hope they never breed. ",2454,0,0,0
2455,[],[],Can't relate ,2455,0,0,0
2456,[],[],Liberals love promoting racism against ,2456,0,0,0
2457,['liberals'],[],Love yourself ,2457,0,1,0
2458,[],[],What ,2458,0,0,0
2459,[],[],"Any Dear White People know where I can find some of that  ""PRIVILEGE"" at?? ",2459,0,0,0
2460,"['ariel winter', 'bobby ryan']",['bobby ryan aric'],Ariel Winter Browsin' Houses with BF    Bobby Ryan    Aric ,2460,0,2,1
2461,"['latino', 'liberals', 'america']",[],I say his as a Latino Why do liberals hate them? They are great people. cr aged Western civilization and America. ,2461,0,3,0
2462,[],['white power'],"At least White Power isn't the trend, like who the fuck even started this one :p.. ",2462,0,0,1
2463,"['native americans', 'africans', 'america']",[],*murdered millions of native Americans and Africans while forcing the ones who survived to build the foundation of America? ,2463,0,3,0
2464,[],[],"I have a dream of a nation that people will not be judged by the color of their skin, but by the content of their c… ",2464,0,0,0
2465,[],[],It takes one hashtag to trigger them. It's funny how sensitive conservatives are. ,2465,0,0,0
2466,[],[],"I bet, the cops don't know about that. ",2466,0,0,0
2467,[],[],the only good thing about this tag trending is that all the closeted racists and homophobes are getting exposed… ,2467,0,0,0
2468,[],[],No it's because of the hat ,2468,0,0,0
2469,[],[],Goodnight to everyone whose most valuable possession is either their phone or their sneakers. ,2469,0,0,0
2470,[],[],Because white supremacy is hilarious. ,2470,0,0,0
2471,[],[],"Can someone tell me why  is trending, I'm so confused ",2471,0,0,0
2472,['asians'],[],Sorry if ur overqualified to be a doctor but you're simply not getting into med school… Dear  &amp; Asians. ,2472,0,1,0
2473,[],[],How dare you Let's ask who the fuck enslaved them you disgusting ignorant entitled pig. I'm sorry but what the fuck are you stupid? ,2473,0,0,0
2474,[],[],Me looking at this  💀💀💀 ,2474,0,0,0
2475,[],[],They hate  but use the White man's inventions daily. We have no use for anti-Whites. ,2475,0,0,0
2476,[],[],"Shame. I am a white male, and I find all the people using the  hash to be deplorable. ",2476,0,0,0
2477,[],[],"This should be an obvious observation. We R all in this together, or we will not survive. Evolve people. This  loves your tweet! ",2477,0,0,0
2478,['american government'],[],"Welp, the American government had him murdered, so I we won't be able to test your stupid hypothesis.... ",2478,0,1,0
2479,['trump'],[],Don't have a problem with  unless they're racist or voted for Trump...but that's kind of the same thing ,2479,0,1,0
2480,[],[],@polNewsForever When  think they're superior ,2480,0,0,0
2481,[],[],be crazy. ,2481,0,0,0
2482,['white privilege'],[],I'm White Privilege…. ,2482,0,1,0
2483,['liberty university'],[],"""Liberty University"" ",2483,0,1,0
2484,"['military', 'pro life', 'conservative']",[],I don't give a sh*t if that offends u and I Pro Military Pro 2A Pro life Conservative White I'm proud 2 be ,2484,0,3,0
2485,['congress'],['congress'],"Nobody can pull the ""qualified"" excuse on me when we see a Congress full of only  who stink at their job. ",2485,1,0,0
2486,[],[],&amp;  LOVE ! ,2486,0,0,0
2487,[],[],get 2 scoops of ice cream and everyone else gets 1 scoop. ,2487,0,0,0
2488,"['obama', 'america']","['obama', 'america']",Elected by idiots. Obama killed America and   . ,2488,2,0,0
2489,[],[],🐰 means fewer . ,2489,0,0,0
2490,[],[],"Many ppl take this as literal/rational… it's beyond. It's a spiritual matter. This is not about ,   etc. ",2490,0,0,0
2491,[],[],people dont even know why this is trending and they  still offended by hashtag smfh ,2491,0,0,0
2492,[],[],"We are back and we are really, really pissed off. ",2492,0,0,0
2493,['twitter'],[],Ignore it. is a hashtag Twitter pushes to incite hate. ,2493,0,1,0
2494,[],[],"Suit up fam, we're taking over this hashtag ",2494,0,0,0
2495,[],[],do i even want to know why  is trending? ,2495,0,0,0
2496,[],[],"The white people mad about the  hashtag, not realizing it's about a @DefineAmerican documentary, are proving its point. ",2496,0,0,0
2497,['america'],[],@chuckschumer America's left boob 😏 ,2497,0,1,0
2498,[],[],"The ""misunderstood white boy"" starter pack ",2498,0,0,0
2499,['don'],['don'],I dig  but what about  like Don da Con &amp; MAKE ASSHOLES GREAT AGAIN ,2499,1,0,0
2500,['liberals'],[],Liberals just got triggered. I'm white and I have a job. ,2500,0,1,0
2501,[],[],A Reminder. ,2501,0,0,0
2502,[],[],Me too ,2502,0,0,0
2503,[],[],SOMEONE PLEASE TELL ME HOW THIS IS RACIST 🤔🤔🤔 ,2503,0,0,0
2504,[],[],"BOTS: All less than 200 followers, all saying the same thing, all drinking the Kool-aid. ",2504,0,0,0
2505,[],[],and fuck your racist hashtag you racist bastards. ,2505,0,0,0
2506,[],[],It is controlled by the strong until someone else stronger comes along. The land belongs to no one. ,2506,0,0,0
2507,"['republicans', 'liberals']",[],Yet they claim republicans are the racist ones? Hateful liberals are using the hashtag  to promote racism against whites. ,2507,0,2,0
2508,[],[],👍 🇺🇸 🇺🇸 Wear it as badge of honor people! It is an honor that  get under your skin and is trending.. ,2508,0,0,0
2509,['trump'],['trump'],"Your daughter is beautiful! Your ancestors owned some of our relatives at one point. We don't hate all white people, just Trump supporters. ",2509,1,0,0
2510,['liberals'],[],You know liberal racism has reached the point of insanity when white liberals are being racist to other whites. ,2510,0,1,0
2511,[],[],"Until the color of a man's skin is of no more significance than the color of his eyes, we will not know peace ",2511,0,0,0
2512,"['democrats', 'civil rights movement']",[],Democrats supported the civil rights movement?? Do ppl not realize tht the 2 major parties essentially switched platforms?? ,2512,0,2,0
2513,[],[],Time to make myself mad looking through posts for no reason. is trending. ,2513,0,0,0
2514,[],[],"I wish the natives had more fire power! It's sad they will not accept it! are weak, evil liars, thieves, cheaters &amp; deceivers. ",2514,0,0,0
2515,['obama'],['obama'],Obama really really really liked ,2515,1,0,0
2516,[],[],But it comes w/ unearned privilege and failing to acknowledge it makes you an asshole. It's part of who I am. I like my skin. ,2516,0,0,0
2517,['cold war'],['libs'],They even want to rekindle the cold war. Libs are just so desperate to bring back racism and sexism... ,2517,0,1,1
2518,"['usa', 'pro socialism', 'pro abolotion']","['new party', 'usa']",Must hate USA Must rely on Government vs God Must hate Must be pro socialism Must be pro abortion New  Party Rules: ,2518,1,2,1
2519,[],[],We're just over being the scapegoat to 's woes.. Nah. ,2519,0,0,0
2520,['liberals'],[],When Liberals show hate of   it shows their true colors - The color of racism. ,2520,0,1,0
2521,['mary'],[],"And pretty maids all in a row..."" With silver bells, and cockle shells, How does your garden grow? ""Mary, Mary, quite contrary, ",2521,0,1,0
2522,[],[],"Easy to state; provide examples. @_Makada_ Explain ""racism against ."" ",2522,0,0,0
2523,[],[],"In today's society, there are more black racists than white racists. ",2523,0,0,0
2524,"['jews', 'zionist']",[],"Those are Jews, you Zionist shill ",2524,0,2,0
2525,[],[],"Not one is standing at the end of a street in any ghetto forcing black ppl n minorities to live in them, but we pay the rent 🤔 ",2525,0,0,0
2526,[],[],@Jrwoke So true!! ,2526,0,0,0
2527,"['turkish', 'vienna', 'turkey', 'poland']","['turkey', 'poland']","Never forget After Poles kicked turkish asses during battle of Vienna, Turkey become one of the greatest friends of Poland in history. ",2527,2,2,0
2528,[],[],And tell me I'm wrong.… Hey white folks complaining for no goddamn reason: shut the fuck up and read this thread. ,2528,0,0,0
2529,['president'],[],"Some  who are elected President, get caught doing what they shouldn't have been doing... ",2529,0,1,0
2530,[],[],"If this pisses you off, you're probably racist. Dear  and every people. ",2530,0,0,0
2531,[],[],invented basketball. ,2531,0,0,0
2532,[],[],see  trending... yep exactly what i thought it was *walks right back out* ,2532,0,0,0
2533,['democrat party'],['democrat party'],They use identity politics to pull our chains and divide us for po… Democrat Party has always been the racist party. ,2533,1,0,0
2534,[],[],being a hashtag got some in their feelings. ,2534,0,0,0
2535,[],[],"""Where like begets like there will be harmony,"" runs an old  adage ",2535,0,0,0
2536,['america'],[],"🇺🇸 Let's Make America Great Again, together! @realDonaldTrump @Scavino45 @PressSec ",2536,0,1,0
2537,[],[],You will not replace us ,2537,0,0,0
2538,['liberty university'],[],"""Liberty University""     … ",2538,0,1,0
2539,[],[],"White People tweeting about  making it trend and blaming it on the left, beautiful. ",2539,0,0,0
2540,['liberalism'],[],"Liberalism has taken on a new shape, now what was reality and made sense is now hypocritical and deserves impeachment😂 be careful liberals! ",2540,0,1,0
2541,[],[],I'm pro diversity so fuck  am I right? ,2541,0,0,0
2542,['hillary clinton'],['hillary clinton'],Hillary Clinton - a true story of murder   i ,2542,1,0,0
2543,['otc'],[],Most undervalued stock on the OTC. Buy $BVTK and you will be rich. @Rambobiggs @slice6467  keep stock trading. ,2543,0,1,0
2544,['institutional racism'],[],Institutional racism doesn't exist. There is not one law that affords White people rights that are denied to non-whites. ,2544,0,1,0
2545,[],['people rt'],bcuz they protect &amp; serve ALL LIVES What happened to skin color doesn't matter? @Stevenwhirsch99 @Shalom555222 People RT  &amp;  are racists . ,2545,0,0,1
2546,[],[],Apparently if you know  benefit from white supremacy you hate white peopl… This belongs on . ,2546,0,0,0
2547,['macron'],['macron'],"For someone who loves ""diversity"" so much, Macron has a lot of  on his campaign staff. ",2547,1,0,0
2548,[],[],Places laptop inside Turns oven on broil. ,2548,0,0,0
2549,[],[],As you should be unlike everybody else you're the first person I've seen say this ,2549,0,0,0
2550,['twitter'],[],Anti-White Bots Trying to Take Over Twitter's   via @wordpressdotcom ,2550,0,1,0
2551,[],[],"We're dying, but that's okay, this is symbolic for how @MoveOn and @TheDemocrats want  to die anyway. ",2551,0,0,0
2552,[],[],I hate them ,2552,0,0,0
2553,[],[],The time is now. Stand up WhitePeople. Don't let the barbarians destroy what your ancestors built. ,2553,0,0,0
2554,[],[],White women tired of your disrespect fuckoooffffff ,2554,0,0,0
2555,[],[],this isn't funny but it's funny ,2555,0,0,0
2556,[''],[],They owe us nothing. But they are not going to be guilted out of their Countries or Possessions. Most  don't hate anybody. ,2556,0,1,0
2557,[],[],Oh wait... ,2557,0,0,0
2558,[],[],"like @billclinton had kids named  and didnt own up to him, yet many  voted for his wife. ",2558,0,0,0
2559,[],[],You realize there are organizations that exist whose purpose is to PROFIT off of YOUR GUILT don'… Dear ,2559,0,0,0
2560,['martin luther king jr'],['martin luther king'],I'm pretty sure Martin Luther King Jr's dream did not include miserable liberal Democrats inciting hatred against… ,2560,0,1,1
2561,[],[],In honor of MY @POTUS ! 2 scoops of choc chip cookie dough! ,2561,0,0,0
2562,[],[],"There was no murder , stealing or rape before white people came along there was world peace and everyone could fly. ",2562,0,0,0
2563,[],[],hate yall ,2563,0,0,0
2564,['muslim'],[],The people saying that  aren't responsible for speaking out against racism are the same ones that want all Muslims to apologize. ,2564,0,1,0
2565,"['masvidal', 'scarface']",['masvidal'],Masvidal just came out to the scarface theme ,2565,1,1,0
2566,['maia'],['maia'],if Maia wins this...whats the excuse for not giving him the title shot? ,2566,1,0,0
2567,[],['letttssss goooooo'],LETTTSSSS GOOOOOO ,2567,0,0,1
2568,"['rodriguez', 'jackson wink']","['rodriguez', 'jackson wink']",Rodriguez moves away from Jackson Wink and suddenly all the gameplanning is gone along with the good corner advice. ,2568,2,0,0
2569,['vegas'],[],no If that was in vegas would they have stopped the fight ??? ,2569,0,1,0
2570,[],[],I will custom sign for winner!… Once this tweet with my   sweatshirt hits 250 RT the contest will begin. ,2570,0,0,0
2571,['maia'],['maia'],i wanted to root for Maia in this fight until i heard his entrance music. ,2571,1,0,0
2572,[],[],Respect to @panteraufc and @FrankieEdgar both guys are great fighters. ,2572,0,0,0
2573,[],[],Way to go @JamesVickMMA! ,2573,0,0,0
2574,"['frankie edgar', 'conor mcgregor']",['frankie edgar'],Would have been great And that fight right there is why I desperately wanted to see Frankie Edgar go against Conor McGregor. ,2574,1,1,0
2575,['maia'],"['maia', 'ufc']",He has so much experience and has been in the UFC for over 10 years!! Maia is a legend in this sport as well. Regardless. ,2575,1,0,1
2576,['jorge masvidal'],['jorge'],"I wouldn't want to meet him in a field full of police, never mind a dark alley. There is a lot going on in Jorge Masvidal's head. ",2576,0,1,1
2577,['maia'],['maia'],Just hope Maia wins so he deservedly gets his shot at the title... ,2577,1,0,0
2578,[],[],"Before tonight's  main event, take one last look at who fellow ufc fighters are picking in stipemiocicufc… ",2578,0,0,0
2579,[],[],I'm making my grandmother watch  and her reactions are hysterical. ,2579,0,0,0
2580,"['masvidal', 'maia']",['masvidal v maia'],This is going to be a great fight &amp; contrast of styles. Masvidal v Maia up next. ,2580,0,2,1
2581,['maia'],[],"I got Maia, he even comes out to my favourite song from high school. ",2581,0,1,0
2582,"['maia', 'carlos condit']","['maia', 'carlos condit']",Maia going to Carlos Condit this one ,2582,2,0,0
2583,['ufc'],['ufc'],@JamesVickMMA is calling out the UFC for a promotion after his dominating performance at . ,2583,1,0,0
2584,[],[],Makes me want him to win every time nendndmdnd Still coming out to Numb. ,2584,0,0,0
2585,"['rodriguez', 'edgar']",['rodriguez'],Ground and pound all day. Damn. Rodriguez is busted the hell up. MMAFightingThat’s a very probable 10-8 for Edgar. ,2585,1,1,0
2586,"['jorge', 'maia']",['jorge'],I'd love to see Jorge destroy Maia. ,2586,1,1,0
2587,[],[],Dak is big time ,2587,0,0,0
2588,['scarface'],[],@GamebredFighter coming out to the Scarface song is applaud worthy. ,2588,0,1,0
2589,['miah'],[],Let's go Miah! ,2589,0,1,0
2590,['edgar'],['edgar'],💰💰 the Edgar fight put me way over the top but if I hit this next one hits 🙌🏽🤣🙏🏽💰💰💰🇧🇷 ,2590,1,0,0
2591,"['maia', 'maia']","['maia', 'maia']",Maia already lost this fight And Maia is coming out to linkin park lol. ,2591,2,0,0
2592,"['masvidal', 'maia', 'whittaker']","['masvidal', 'maia', 'whittaker']",Masvidal to do to Maia what Whittaker did to jacare? ,2592,3,0,0
